head_id,tail_id,label
DB00563,DB11380,1
DB00682,DB11383,1
DB00682,DB11400,1
DB06770,DB11401,1
DB00328,DB11404,1
DB00682,DB11405,1
DB00563,DB11410,1
DB00328,DB11411,1
DB06770,DB11413,1
DB06770,DB11416,1
DB00537,DB11417,1
DB06770,DB11423,1
DB00328,DB11425,1
DB06770,DB11426,1
DB00328,DB11428,1
DB11429,DB14055,1
DB06770,DB11432,1
DB00682,DB11442,1
DB00328,DB11443,1
DB00563,DB11446,1
DB00996,DB11447,1
DB00328,DB11454,1
DB00682,DB11455,1
DB06770,DB11458,1
DB00682,DB11459,1
DB08880,DB11466,1
DB06770,DB11468,1
DB00682,DB11470,1
DB01076,DB11471,1
DB09262,DB11473,1
DB06770,DB11474,1
DB01076,DB11475,1
DB00391,DB11480,1
DB00328,DB11481,1
DB06770,DB11485,1
DB08880,DB11487,1
DB09049,DB11490,1
DB00328,DB11491,1
DB00328,DB11507,1
DB09277,DB11510,1
DB00328,DB11511,1
DB11512,DB13821,1
DB00682,DB11518,1
DB00328,DB11519,1
DB11520,DB13821,1
DB06770,DB11525,1
DB06770,DB11526,1
DB01873,DB11529,1
DB11537,DB14055,1
DB08953,DB11540,1
DB00328,DB11541,1
DB06770,DB11544,1
DB08953,DB11549,1
DB01076,DB11554,1
DB00328,DB11556,1
DB11560,DB13821,1
DB09139,DB11573,1
DB08880,DB11574,1
DB08880,DB11575,1
DB11577,DB13821,1
DB01873,DB11581,1
DB08953,DB11582,1
DB08880,DB11586,1
DB00682,DB11587,1
DB00825,DB11591,1
DB06770,DB11593,1
DB08880,DB11613,1
DB08880,DB11616,1
DB00682,DB11619,1
DB01873,DB11633,1
DB00682,DB11636,1
DB00328,DB11638,1
DB01873,DB11641,1
DB08880,DB11644,1
DB08880,DB11652,1
DB00704,DB11653,1
DB00328,DB11660,1
DB06770,DB11662,1
DB08953,DB11664,1
DB06770,DB11669,1
DB00682,DB11672,1
DB00682,DB11675,1
DB06770,DB11678,1
DB00682,DB11686,1
DB06770,DB11688,1
DB08880,DB11689,1
DB11691,DB13821,1
DB08880,DB11693,1
DB06770,DB11694,1
DB08880,DB11697,1
DB00328,DB11698,1
DB00682,DB11699,1
DB01873,DB11703,1
DB08880,DB11708,1
DB08953,DB11712,1
DB06770,DB11716,1
DB06770,DB11717,1
DB08953,DB11718,1
DB00328,DB11720,1
DB00328,DB11723,1
DB01873,DB11730,1
DB08880,DB11732,1
DB08953,DB11737,1
DB01873,DB11742,1
DB06770,DB11744,1
DB11750,DB12095,1
DB00328,DB11751,1
DB00328,DB11753,1
DB00328,DB11755,1
DB08880,DB11760,1
DB01076,DB11761,1
DB00328,DB11774,1
DB00682,DB11779,1
DB11789,DB14055,1
DB08880,DB11791,1
DB06770,DB11793,1
DB06770,DB11795,1
DB08880,DB11796,1
DB08880,DB11800,1
DB01076,DB11805,1
DB06770,DB11812,1
DB11817,DB13821,1
DB00682,DB11823,1
DB00328,DB11824,1
DB08880,DB11827,1
DB01873,DB11828,1
DB00825,DB11830,1
DB00825,DB11841,1
DB08953,DB11853,1
DB08880,DB11855,1
DB08953,DB11859,1
DB11860,DB12474,1
DB08953,DB11868,1
DB01076,DB11869,1
DB00328,DB11871,1
DB01021,DB11873,1
DB06770,DB11880,1
DB01873,DB11886,1
DB00825,DB11891,1
DB00328,DB11892,1
DB06770,DB11894,1
DB08880,DB11901,1
DB08953,DB11903,1
DB00316,DB11904,1
DB06770,DB11907,1
DB06770,DB11912,1
DB06770,DB11918,1
DB01873,DB11919,1
DB01873,DB11921,1
DB11935,DB13821,1
DB08880,DB11943,1
DB08953,DB11951,1
DB01873,DB11952,1
DB00682,DB11957,1
DB01873,DB11963,1
DB00630,DB11964,1
DB08880,DB11967,1
DB06770,DB11973,1
DB08880,DB11978,1
DB08880,DB11979,1
DB11984,DB13821,1
DB01873,DB11986,1
DB11989,DB13821,1
DB00328,DB11994,1
DB08880,DB11995,1
DB06770,DB11999,1
DB01873,DB12001,1
DB08880,DB12010,1
DB09049,DB12013,1
DB01873,DB12015,1
DB08880,DB12016,1
DB00682,DB12020,1
DB08880,DB12025,1
DB08880,DB12026,1
DB06770,DB12028,1
DB09275,DB12035,1
DB06770,DB12036,1
DB06770,DB12062,1
DB08880,DB12070,1
DB01076,DB12073,1
DB00328,DB12080,1
DB06770,DB12081,1
DB06770,DB12082,1
DB06770,DB12083,1
DB06770,DB12085,1
DB08953,DB12086,1
DB00682,DB12092,1
DB01194,DB12095,1
DB00328,DB12100,1
DB08953,DB12105,1
DB12107,DB13821,1
DB06770,DB12108,1
DB06770,DB12124,1
DB12127,DB14055,1
DB00682,DB12130,1
DB08931,DB12137,1
DB01873,DB12141,1
DB06770,DB12146,1
DB06770,DB12156,1
DB00682,DB12161,1
DB00328,DB12163,1
DB00825,DB12174,1
DB00682,DB12177,1
DB06770,DB12185,1
DB09139,DB12192,1
DB08953,DB12193,1
DB04630,DB12194,1
DB00328,DB12214,1
DB06770,DB12222,1
DB00682,DB12229,1
DB06770,DB12232,1
DB08880,DB12245,1
DB00328,DB12248,1
DB06770,DB12259,1
DB01873,DB12267,1
DB08953,DB12273,1
DB06770,DB12279,1
DB00825,DB12286,1
DB12289,DB13821,1
DB12290,DB13967,1
DB08953,DB12301,1
DB00316,DB12307,1
DB08953,DB12308,1
DB00328,DB12313,1
DB00328,DB12319,1
DB00328,DB12321,1
DB00316,DB12323,1
DB08953,DB12327,1
DB09275,DB12329,1
DB08880,DB12332,1
DB08953,DB12338,1
DB06770,DB12339,1
DB06770,DB12340,1
DB09049,DB12341,1
DB12343,DB14055,1
DB06770,DB12352,1
DB12364,DB13821,1
DB08880,DB12371,1
DB00825,DB12376,1
DB08880,DB12377,1
DB06770,DB12379,1
DB06770,DB12381,1
DB06770,DB12382,1
DB06770,DB12385,1
DB00682,DB12391,1
DB00328,DB12399,1
DB08953,DB12401,1
DB01873,DB12406,1
DB00328,DB12417,1
DB08984,DB12425,1
DB12235,DB12447,1
DB09275,DB12455,1
DB08880,DB12457,1
DB06770,DB12459,1
DB12461,DB14055,1
DB00682,DB12465,1
DB00328,DB12466,1
DB06770,DB12473,1
DB00328,DB12474,1
DB00328,DB12480,1
DB09262,DB12482,1
DB01873,DB12483,1
DB08880,DB12500,1
DB01873,DB12515,1
DB08953,DB12518,1
DB00825,DB12523,1
DB08953,DB12526,1
DB01873,DB12531,1
DB01873,DB12532,1
DB08953,DB12537,1
DB00682,DB12545,1
DB06770,DB12549,1
DB00825,DB12565,1
DB08953,DB12576,1
DB06770,DB12577,1
DB12579,DB12890,1
DB09049,DB12585,1
DB06770,DB12593,1
DB06770,DB12596,1
DB00328,DB12597,1
DB12604,DB13821,1
DB08880,DB12612,1
DB12615,DB13821,1
DB08880,DB12617,1
DB00328,DB12625,1
DB06770,DB12637,1
DB06770,DB12638,1
DB00825,DB12645,1
DB01083,DB12647,1
DB08953,DB12649,1
DB06770,DB12667,1
DB06770,DB12677,1
DB08880,DB12692,1
DB06770,DB12697,1
DB00328,DB12712,1
DB08880,DB12713,1
DB00682,DB12725,1
DB06770,DB12730,1
DB06770,DB12736,1
DB00328,DB12749,1
DB00682,DB12766,1
DB06770,DB12769,1
DB00328,DB12771,1
DB08931,DB12776,1
DB00328,DB12779,1
DB08880,DB12781,1
DB12783,DB13821,1
DB00328,DB12789,1
DB00579,DB12803,1
DB01289,DB12823,1
DB01873,DB12825,1
DB06770,DB12829,1
DB06770,DB12832,1
DB00080,DB12836,1
DB01873,DB12843,1
DB00328,DB12846,1
DB00328,DB12866,1
DB08953,DB12867,1
DB06770,DB12870,1
DB06770,DB12873,1
DB06770,DB12874,1
DB00825,DB12877,1
DB06770,DB12881,1
DB01873,DB12887,1
DB06770,DB12901,1
DB06770,DB12912,1
DB06770,DB12916,1
DB06770,DB12920,1
DB12235,DB12924,1
DB01873,DB12926,1
DB01873,DB12927,1
DB09275,DB12930,1
DB00328,DB12935,1
DB03410,DB12939,1
DB08880,DB12941,1
DB08880,DB12947,1
DB06770,DB12948,1
DB00682,DB12951,1
DB01873,DB12952,1
DB06770,DB12967,1
DB06770,DB12975,1
DB01873,DB12978,1
DB08953,DB12989,1
DB08880,DB12991,1
DB08880,DB12996,1
DB00682,DB13001,1
DB01873,DB13003,1
DB06770,DB13005,1
DB08880,DB13014,1
DB00682,DB13025,1
DB01199,DB13026,1
DB06770,DB13028,1
DB08931,DB13029,1
DB00682,DB13044,1
DB06770,DB13046,1
DB01076,DB13055,1
DB06770,DB13066,1
DB08880,DB13068,1
DB06770,DB13069,1
DB08953,DB13070,1
DB00328,DB13074,1
DB06770,DB13077,1
DB08953,DB13082,1
DB06770,DB13092,1
DB13097,DB14652,1
DB08953,DB13099,1
DB06770,DB13104,1
DB09053,DB13105,1
DB00328,DB13108,1
DB13124,DB13821,1
DB08880,DB13125,1
DB00563,DB13135,1
DB08880,DB13136,1
DB08880,DB13139,1
DB01070,DB13142,1
DB09299,DB13154,1
DB01289,DB13155,1
DB13156,DB13821,1
DB12095,DB13158,1
DB06770,DB13164,1
DB00682,DB13167,1
DB13169,DB14055,1
DB00328,DB13174,1
DB01289,DB13177,1
DB13178,DB13821,1
DB00682,DB13179,1
DB06770,DB13182,1
DB13185,DB13821,1
DB13191,DB13821,1
DB01873,DB13203,1
DB13206,DB13967,1
DB01873,DB13208,1
DB08953,DB13213,1
DB00682,DB13217,1
DB08953,DB13221,1
DB08880,DB13223,1
DB13230,DB14055,1
DB00537,DB13231,1
DB00682,DB13232,1
DB08953,DB13234,1
DB01873,DB13240,1
DB06770,DB13243,1
DB00328,DB13251,1
DB08953,DB13253,1
DB00328,DB13261,1
DB09275,DB13264,1
DB13266,DB13821,1
DB09299,DB13268,1
DB13269,DB13821,1
DB06770,DB13270,1
DB13272,DB14895,1
DB00682,DB13273,1
DB06770,DB13274,1
DB08880,DB13275,1
DB01021,DB13277,1
DB13280,DB14652,1
DB00682,DB13286,1
DB06770,DB13294,1
DB13300,DB14055,1
DB08953,DB13303,1
DB01873,DB13307,1
DB00682,DB13314,1
DB12235,DB13317,1
DB06770,DB13318,1
DB01199,DB13319,1
DB00328,DB13327,1
DB01873,DB13328,1
DB08953,DB13331,1
DB06770,DB13334,1
DB13337,DB14055,1
DB00682,DB13338,1
DB13340,DB13967,1
DB00328,DB13341,1
DB01873,DB13345,1
DB00328,DB13346,1
DB08880,DB13347,1
DB00682,DB13352,1
DB08953,DB13357,1
DB08953,DB13362,1
DB12474,DB13368,1
DB08953,DB13369,1
DB08953,DB13370,1
DB00682,DB13371,1
DB01873,DB13374,1
DB00328,DB13378,1
DB08953,DB13380,1
DB00537,DB13381,1
DB08953,DB13396,1
DB00328,DB13398,1
DB01873,DB13399,1
DB00328,DB13400,1
DB01873,DB13401,1
DB08953,DB13402,1
DB08953,DB13403,1
DB00328,DB13406,1
DB00682,DB13407,1
DB00682,DB13409,1
DB00328,DB13410,1
DB09275,DB13411,1
DB08953,DB13413,1
DB08953,DB13414,1
DB13422,DB13967,1
DB00682,DB13432,1
DB00328,DB13435,1
DB08953,DB13448,1
DB01873,DB13449,1
DB08880,DB13451,1
DB00328,DB13452,1
DB08953,DB13455,1
DB00682,DB13456,1
DB03410,DB13459,1
DB13461,DB13821,1
DB01873,DB13467,1
DB13470,DB13821,1
DB00682,DB13481,1
DB08880,DB13491,1
DB13499,DB13821,1
DB12095,DB13500,1
DB00328,DB13501,1
DB13504,DB13821,1
DB13506,DB14055,1
DB08953,DB13507,1
DB00328,DB13509,1
DB00328,DB13510,1
DB12890,DB13511,1
DB00328,DB13514,1
DB08953,DB13523,1
DB00682,DB13527,1
DB00682,DB13528,1
DB00682,DB13532,1
DB13533,DB14055,1
DB08953,DB13534,1
DB01873,DB13537,1
DB13540,DB13821,1
DB00682,DB13541,1
DB08953,DB13542,1
DB06770,DB13543,1
DB00682,DB13544,1
DB01021,DB13545,1
DB01021,DB13551,1
DB08953,DB13552,1
DB08953,DB13554,1
DB00825,DB13555,1
DB00328,DB13559,1
DB00682,DB13563,1
DB03410,DB13571,1
DB01873,DB13573,1
DB08953,DB13581,1
DB00181,DB13583,1
DB13587,DB14055,1
DB00537,DB13590,1
DB08953,DB13601,1
DB00682,DB13612,1
DB00328,DB13615,1
DB13616,DB13821,1
DB06210,DB13622,1
DB08953,DB13623,1
DB13626,DB14652,1
DB00328,DB13627,1
DB00328,DB13631,1
DB13638,DB13821,1
DB08953,DB13642,1
DB08953,DB13643,1
DB08953,DB13644,1
DB08953,DB13648,1
DB00825,DB13651,1
DB00682,DB13657,1
DB13660,DB14055,1
DB08953,DB13665,1
DB08953,DB13666,1
DB13667,DB13821,1
DB06770,DB13673,1
DB00328,DB13675,1
DB08953,DB13676,1
DB06770,DB13677,1
DB13681,DB13967,1
DB13682,DB13821,1
DB00682,DB13685,1
DB13686,DB14055,1
DB08953,DB13687,1
DB00252,DB13689,1
DB01873,DB13691,1
DB00328,DB13692,1
DB13693,DB14055,1
DB08953,DB13695,1
DB00328,DB13703,1
DB04630,DB13710,1
DB00682,DB13722,1
DB08953,DB13733,1
DB13739,DB14055,1
DB00825,DB13744,1
DB09299,DB13747,1
DB00537,DB13749,1
DB08953,DB13754,1
DB01873,DB13756,1
DB08953,DB13759,1
DB13762,DB14055,1
DB00328,DB13772,1
DB13773,DB14055,1
DB00328,DB13777,1
DB13778,DB13821,1
DB01076,DB13780,1
DB00328,DB13781,1
DB00682,DB13783,1
DB08953,DB13784,1
DB00537,DB13786,1
DB09275,DB13791,1
DB13793,DB13967,1
DB00819,DB13795,1
DB00429,DB13798,1
DB01070,DB13800,1
DB08953,DB13804,1
DB01021,DB13807,1
DB01873,DB13812,1
DB13814,DB14055,1
DB13816,DB14055,1
DB08953,DB13817,1
DB00328,DB13823,1
DB00328,DB13824,1
DB06770,DB13832,1
DB13836,DB14055,1
DB08953,DB13837,1
DB08953,DB13841,1
DB01873,DB13843,1
DB08953,DB13844,1
DB13845,DB13967,1
DB00968,DB13848,1
DB08880,DB13856,1
DB00682,DB13857,1
DB00682,DB13860,1
DB00682,DB13866,1
DB08880,DB13867,1
DB13821,DB13868,1
DB00563,DB13871,1
DB08953,DB13872,1
DB13821,DB13873,1
DB08880,DB13874,1
DB00682,DB13875,1
DB06770,DB13877,1
DB08880,DB13878,1
DB08880,DB13879,1
DB13821,DB13909,1
DB06770,DB13912,1
DB06770,DB13916,1
DB06663,DB13925,1
DB00328,DB13929,1
DB08880,DB13943,1
DB08880,DB13944,1
DB13821,DB13946,1
DB13947,DB14055,1
DB00682,DB13948,1
DB08880,DB13952,1
DB08880,DB13953,1
DB08880,DB13954,1
DB08880,DB13956,1
DB13958,DB14055,1
DB09299,DB13960,1
DB13821,DB13967,1
DB00682,DB13981,1
DB06663,DB13985,1
DB11417,DB13995,1
DB01083,DB14001,1
DB13821,DB14006,1
DB13821,DB14007,1
DB00682,DB14010,1
DB08880,DB14011,1
DB01873,DB14018,1
DB00682,DB14019,1
DB00328,DB14025,1
DB00328,DB14027,1
DB08953,DB14028,1
DB00328,DB14033,1
DB00328,DB14035,1
DB08953,DB14043,1
DB08953,DB14050,1
DB06770,DB14051,1
DB06770,DB14052,1
DB08880,DB14055,1
DB06770,DB14056,1
DB03410,DB14058,1
DB00682,DB14059,1
DB00682,DB14060,1
DB06770,DB14067,1
DB12095,DB14068,1
DB00080,DB14069,1
DB01428,DB14074,1
DB14055,DB14093,1
DB13821,DB14094,1
DB13821,DB14126,1
DB01873,DB14132,1
DB09299,DB14186,1
DB00338,DB14218,1
DB08880,DB14219,1
DB01083,DB14476,1
DB01044,DB14479,1
DB12235,DB14483,1
DB00852,DB14484,1
DB00537,DB14485,1
DB12235,DB14486,1
DB00537,DB14488,1
DB00852,DB14490,1
DB01044,DB14493,1
DB13821,DB14507,1
DB08880,DB14512,1
DB00537,DB14514,1
DB00537,DB14515,1
DB00537,DB14520,1
DB13821,DB14526,1
DB13821,DB14528,1
DB13821,DB14529,1
DB12095,DB14538,1
DB08880,DB14539,1
DB08880,DB14540,1
DB00328,DB14541,1
DB08953,DB14542,1
DB12095,DB14543,1
DB12095,DB14544,1
DB08880,DB14545,1
DB01873,DB14568,1
DB06770,DB14569,1
DB00328,DB14575,1
DB00682,DB14583,1
DB09139,DB14598,1
DB09139,DB14600,1
DB08880,DB14631,1
DB00328,DB14633,1
DB00682,DB14635,1
DB00328,DB14643,1
DB00328,DB14644,1
DB00328,DB14646,1
DB08880,DB14649,1
DB00328,DB14652,1
DB00328,DB14659,1
DB00328,DB14669,1
DB08953,DB14672,1
DB00682,DB14678,1
DB06770,DB14680,1
DB01873,DB14681,1
DB08953,DB14715,1
DB08953,DB14718,1
DB08953,DB14719,1
DB08953,DB14723,1
DB14055,DB14725,1
DB13821,DB14726,1
DB14055,DB14733,1
DB00328,DB14737,1
DB00781,DB13821,1
DB00682,DB14754,1
DB00682,DB14761,1
DB06770,DB14763,1
DB06770,DB14765,1
DB06770,DB14777,1
DB06770,DB14792,1
DB08880,DB14840,1
DB08880,DB14845,1
DB01235,DB14849,1
DB06770,DB14860,1
DB01194,DB14921,1
DB00328,DB14973,1
DB01873,DB14975,1
DB00080,DB14989,1
DB08953,DB15031,1
DB01873,DB15035,1
DB06770,DB15057,1
DB08880,DB15091,1
DB01873,DB15122,1
DB08953,DB15149,1
DB06770,DB15157,1
DB12890,DB15167,1
DB08953,DB15203,1
DB14055,DB15213,1
DB06770,DB15215,1
DB03410,DB15245,1
DB06770,DB15289,1
DB09262,DB15317,1
DB06770,DB15321,1
DB01083,DB15394,1
DB11256,DB15413,1
DB06770,DB15419,1
DB08880,DB15442,1
DB01873,DB15444,1
DB00391,DB15445,1
DB06770,DB15466,1
DB01420,DB15488,1
DB12890,DB15492,1
DB06663,DB15494,1
DB00328,DB15566,1
DB01194,DB15569,1
DB14055,DB15575,1
DB00537,DB15598,1
DB14652,DB15614,1
DB11417,DB15617,1
DB08880,DB15646,1
DB00682,DB15673,1
DB00328,DB15685,1
DB00947,DB15690,1
